32.7472 	EXP 	ImageStim_mask1: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask6.bmp'
32.7472 	EXP 	ImageStim_mask2: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask2.bmp'
32.7472 	EXP 	ImageStim_mask3: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask1.bmp'
32.7472 	EXP 	TextStim_probe: text = 'L'
32.7472 	EXP 	wf_show_ShapeStim_redcross 0
32.9343 	EXP 	wf_show_BufferImageStim_cue4conf1
33.2350 	EXP 	wf_show_ShapeStim_redcross 1
33.5349 	EXP 	wf_show_STIM
33.7350 	EXP 	wf_show_MASK
33.9997 	DATA 	EmulatedKey: 5
34.0683 	EXP 	wf_show_ShapeStim_redcross 2
34.2678 	EXP 	wf_show_TextStim_probe
34.4685 	EXP 	wf_show_ShapeStim_whitecross - REPORTING
34.5047 	EXP 	Created BufferImageStim_stim = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
34.5047 	EXP 	BufferImageStim BufferImageStim_stim: took 25.3ms to initialize
34.5304 	EXP 	Created BufferImageStim_mask = BufferImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=Image(...), interpolate=True, mask='None', maskParams=None, name='BufferImageStim_mask', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1440.,  900.]), texRes=128, units='pix', win=Window(...))
34.5304 	EXP 	BufferImageStim BufferImageStim_mask: took 24.2ms to initialize
35.9532 	DATA 	Keypress: y
35.9536 	DATA 	ll_TRIAL_end 8
35.9541 	DATA 	ll_TRIAL_start 9
35.9870 	EXP 	TextStim_stim0: text = 'S'
35.9870 	EXP 	TextStim_stim1: text = 'V'
35.9870 	EXP 	TextStim_stim2: text = 'L'
35.9870 	EXP 	TextStim_stim3: text = 'A'
35.9870 	EXP 	ImageStim_mask0: image = '/Users/Lulu/Documents/Experiments/WP2c_eccentricity/Paradigm/Session 2/masks/Mask2.bmp'
